"","Lon","Lat","focal_rac_vect"
"140",7.25,53.75,0.0249307479224377
"141",7.75,53.75,0.202216066481994
"142",-6.25,53.75,0.224376731301939
"143",1.25,53.75,0.0637119113573407
"144",8.25,53.75,0.163434903047091
"145",-3.75,53.75,0.296398891966759
"146",1.75,53.75,0.135734072022161
"147",4.25,53.75,0.119113573407202
"148",-10.25,53.75,0.0803324099722991
"149",4.75,53.75,0.102493074792244
"150",-4.75,53.75,0.346260387811634
"151",-10.75,53.75,0.146814404432133
"152",2.25,53.75,0.221606648199446
"153",2.75,53.75,0.479224376731302
"154",5.25,53.75,0.03601108033241
"155",5.75,53.75,0.390581717451524
"156",6.75,54.25,0.0803324099722992
"157",-9.75,54.25,0.00277008310249307
"158",1.25,54.25,0.152354570637119
"159",4.25,54.25,0.174515235457064
"160",-3.75,54.25,0.440443213296399
"161",1.75,54.25,0.03601108033241
"162",4.75,54.25,0.351800554016621
"163",7.25,54.25,0.0637119113573408
"164",-4.25,54.25,0.650969529085873
"165",2.25,54.25,0.0470914127423823
"166",7.75,54.25,0.0914127423822715
"167",-4.75,54.25,0.418282548476454
"168",2.75,54.25,0.268698060941828
"169",-5.25,54.25,0.25207756232687
"170",5.25,54.25,0.0637119113573408
"171",-5.75,54.25,0.135734072022161
"172",5.75,54.25,0.506925207756233
"173",8.25,54.25,0.0193905817174515
"174",0.25,54.25,0.0138504155124654
"175",3.25,54.25,0.152354570637119
"176",8.75,54.25,0.135734072022161
"177",-0.25,54.25,0.290858725761773
"178",-8.75,54.25,0.10803324099723
"179",-10.25,54.25,0.246537396121884
"180",0.75,54.25,0.0803324099722992
"181",3.75,54.25,0.0304709141274238
"182",-0.75,54.25,0.074792243767313
"183",6.25,54.25,0.0304709141274238
"184",-9.25,54.25,0.822714681440443
"185",0.75,54.75,0.113573407202216
"186",3.75,54.75,0.562326869806094
"187",-0.75,54.75,0.0277008310249307
"188",6.25,54.75,0.556786703601108
"189",-9.25,54.75,0.074792243767313
"190",6.75,54.75,0.307479224376731
"191",-3.75,54.75,0.0415512465373961
"192",-9.75,54.75,0.174515235457064
"193",1.25,54.75,0.0526315789473684
"194",4.25,54.75,0.119113573407202
"195",4.75,54.75,0.490304709141274
"196",7.25,54.75,0.731301939058172
"197",-4.25,54.75,0.520775623268698
"198",2.25,54.75,0.490304709141274
"199",7.75,54.75,0.10803324099723
"200",2.75,54.75,0.130193905817175
"201",-5.25,54.75,0.318559556786704
"202",5.25,54.75,0.0581717451523546
"203",5.75,54.75,0.246537396121884
"204",8.25,54.75,0.520775623268698
"205",-8.75,54.75,0.174515235457064
"207",0.25,54.75,0.437673130193906
"208",3.25,54.75,0.0637119113573408
"209",-0.25,54.75,0.157894736842105
"210",-7.75,55.25,0.191135734072022
"211",0.75,55.25,0.684210526315789
"212",8.25,55.25,0.318559556786704
"213",3.25,55.25,0.706371191135734
"214",5.25,55.25,0.246537396121884
"215",3.75,55.25,0.617728531855956
"216",5.75,55.25,0.46814404432133
"217",-8.25,55.25,0.0914127423822715
"218",1.25,55.25,0.379501385041551
"219",-0.25,55.25,0.152354570637119
"220",1.75,55.25,0.0692520775623269
"221",-0.75,55.25,0.581717451523546
"222",4.25,55.25,0.673130193905817
"223",-9.25,55.25,0.54016620498615
"224",6.25,55.25,0.501385041551247
"225",4.75,55.25,0.274238227146814
"226",6.75,55.25,0.168975069252078
"227",2.25,55.25,0.18005540166205
