"","X","pb","bathy","chlomean","ppmean","odismean","salinity","tempmean","x","y"
"1162",1375,0,-0.612313787353489,0.40321354277444,0.386301234330134,0.150074084316166,0.22397367464387,-0.739236225822554,-21.375,54.875
"1163",1376,0,-1.36119707167311,0.230287058842675,-0.213081218346067,0.438378830333593,0.288638138982243,0.0662095778267142,-16.125,45.7083333333333
"1164",1377,0,1.03645986624938,-0.501616530189452,2.76223222256508,-0.754972081108172,-3.50204796831752,-1.26379368552075,20.875,58.625
"1165",1378,0,-1.62406125660979,0.150216671532832,-0.222079098416757,0.383982139292998,0.290075689267629,0.0832277402807895,-15.2916666666667,45.375
"1168",1381,0,0.151670205462494,0.689509893385173,0.848210100745492,0.519135721553516,0.204478945100854,-1.19285143084975,2.79166666666666,63.9583333333333
"1169",1382,0,1.07505056574008,2.16431765935132,0.359091131071199,2.51457168115416,0.19752979328996,-0.738989973247862,-8.29166666666667,54.4583333333333
"1171",1384,0,-0.00772616199911329,0.319857612774534,0.596503145754413,0.0375940128197928,0.215305712709146,-1.15724339209549,-23.7916666666667,60.7916666666667
"1174",1387,0,0.727174984823874,0.357924060470634,0.398470647171355,0.312437096250343,0.229785881922636,-1.03212327347027,-10.9583333333333,60.4583333333333
"1175",1388,0,1.06106842824345,1.16754169765742,3.07144759020932,-0.0905795530454178,-3.74602122222309,-1.48793741582262,25.0416666666667,59.625
"1179",1392,0,0.363080124411572,0.318785531517744,0.294567453651874,0.166206194467993,0.235115433429256,-0.802713831836285,-17.7083333333333,57.2083333333333
"1180",1393,0,1.00681773475652,0.982322922102365,0.649112510869469,0.595045504174835,0.215956033076344,-1.04142907263299,-0.458333333333336,58.4583333333333
"1181",1394,0,-0.11734611997271,0.897370185523113,1.3312885876324,0.469118021145906,0.184831928484817,-1.6974878091716,-5.29166666666667,63.4583333333333
"1182",1395,0,0.520239349873718,0.372705602121314,0.319409963241217,0.245532479848889,0.23526920864957,-0.814521423483872,-15.625,57.125
"1186",1399,0,-1.52227129563431,-0.269792355027261,-0.277307899154854,-0.0673056645308158,0.276090577053729,0.265951954611914,-5.375,44.375
"1187",1400,0,0.268560874934339,0.496484846629249,0.461277516597474,0.132831975377785,0.222766787188955,-1.20592224181179,-14.4583333333333,63.375
"1188",1401,0,1.01800344475382,0.254513070014093,0.148880840432203,-0.0432274665118186,0.231710056372951,-0.365867821435319,-8.54166666666667,49.7916666666667
"1189",1402,0,1.06106842824345,1.14293553911266,3.00592213111934,-0.160165534486185,-3.82055625752764,-1.29642518021908,23.4583333333333,57.5416666666667
"1194",1407,0,-1.40929562466152,0.303335976422908,-0.187291857493659,0.374990807429959,0.277690831443189,-0.0756933116905094,-19.7916666666667,47.625
"1197",1410,0,-1.61623125961168,0.065750668990213,-0.194530567985625,0.32853178696714,0.287570145274708,0.0616128630991244,-12.625,45.5416666666667
"1201",1414,0,-1.57204770512232,0.190595076588675,-0.140215567163652,0.46174222547007,0.279213702173394,0.0189579069423703,-7.875,46.2916666666667
"1206",1419,0,-1.00772863575825,0.180308115125462,-0.305133874695517,0.386019873381897,0.293499420140552,0.118517467818905,-21.9583333333333,45.7083333333333
