"","pb","bathy","chlomean","ppmean","odismean","salinity","tempmean","x","y"
"1",1,-647,0.237365916371346,248.806137084961,0.00468506524339318,34.9622230529785,16.7449512481689,-2.25,43.75
"2",1,-994,0.23807892203331,249.314727783203,0.00540297711268067,35.3653221130371,16.4997024536133,-3.75,43.75
"3",1,-116,0.373750984668732,251.108016967773,0.0094568720087409,35.5038757324219,15.8101921081543,-6.75,43.75
"5",1,-114,0.264490872621536,249.880020141602,0.00784813892096281,34.6090240478516,16.654333114624,-1.75,43.75
"7",1,-96,0.25459685921669,251.348373413086,0.00531149143353105,33.9845809936523,16.5622444152832,-1.75,44.25
"8",1,-918,0.208069279789925,249.514190673828,0.00406271126121283,34.9159126281738,16.6788272857666,-2.25,44.25
"9",1,-4,0.532888352870941,255.828399658203,0.0113148633390665,31.4913311004639,16.0228862762451,-1.25,44.75
"10",1,-86,0.345601618289948,253.045227050781,0.0038810707628727,33.7619590759277,16.3881950378418,-1.75,44.75
"11",1,-1441,0.21880891919136,251.368194580078,0.00370947597548366,34.8613433837891,16.5733852386475,-2.25,44.75
"12",1,-943,0.231374591588974,251.416244506836,0.0036998437717557,35.4621925354004,16.2704658508301,-3.25,45.25
"14",1,-14,0.621995270252228,257.929748535156,0.026130797341466,31.6851215362549,15.6547966003418,-1.25,45.25
"15",1,-67,0.377993255853653,254.359817504883,0.00440357904881239,33.790771484375,16.0992164611816,-1.75,45.25
"16",1,-109,0.232045039534569,252.436782836914,0.00381479412317276,34.736515045166,16.3572959899902,-2.25,45.25
"17",1,-111,0.231354057788849,251.995651245117,0.00415562139824033,35.2386054992676,16.3557033538818,-2.75,45.25
"18",1,-4791,0.255463451147079,252.62126159668,0.00495703984051943,35.6884765625,15.793963432312,-5.75,45.25
"19",1,-113,0.25479519367218,252.774505615234,0.00403170799836516,35.3189277648926,15.9938440322876,-3.25,45.75
"20",1,-4,0.433239370584488,256.920196533203,0.00879998411983252,32.9087600708008,15.1129417419434,-1.25,45.75
"21",1,-54,0.306861370801926,255.019927978516,0.0035491120070219,33.9230194091797,15.5081520080566,-1.75,45.75
