"","Lon","Lat","focal_rac_vect"
"272",-2.25,56.25,-0.461310744285583
"273",6.75,56.25,-0.443579971790314
"274",-7.75,56.25,-0.502823740243912
"275",3.25,56.25,-0.432869851589203
"276",0.25,56.25,-0.507752686738968
"277",3.75,56.25,-0.438743412494659
"278",0.75,56.25,-0.432528138160706
"279",-8.25,56.25,-0.450344979763031
"280",-0.25,56.25,-0.429211497306824
"281",0.25,56.75,-0.445826470851898
"282",7.25,56.75,-0.435908794403076
"283",0.75,56.75,-0.523896872997284
"284",-8.25,56.75,-0.466996133327484
"285",-0.25,56.75,-0.485755264759064
"286",7.75,56.75,-0.438796579837799
"287",4.25,56.75,-0.546745002269745
"288",-0.75,56.75,-0.477890610694885
"289",1.25,56.75,-0.429148316383362
"290",5.25,56.75,-0.428718984127045
"291",-1.25,56.75,-0.449502468109131
"292",5.75,56.75,-0.448142111301422
"293",-6.75,56.75,-0.48056560754776
"294",-1.75,56.75,-0.451796233654022
"295",2.75,56.75,-0.475326538085938
"296",-2.25,56.75,-0.454357266426086
"297",6.25,56.75,-0.461337029933929
"298",-7.25,56.75,-0.455354273319244
"299",6.75,56.75,-0.445524573326111
"300",3.75,56.75,-0.659575670957565
"301",-0.75,57.25,-0.456675827503204
"302",3.75,57.25,-0.486995100975037
"303",-1.25,57.25,-0.619783818721771
"304",5.25,57.25,-0.479058027267456
"305",-8.25,57.25,-0.435573518276215
"306",0.25,57.25,-0.439764559268951
"307",-1.75,57.25,-0.463622629642487
"308",5.75,57.25,-0.477276921272278
"309",-8.75,57.25,-0.60789692401886
"310",0.75,57.25,-0.497839391231537
"311",4.25,57.25,-0.462889671325684
"312",4.75,57.25,-0.491471648216248
"313",6.25,57.25,-0.442763447761536
"314",7.25,57.25,-0.442722260951996
"315",1.25,57.25,-0.486112654209137
"316",7.75,57.25,-0.487792909145355
"317",1.75,57.25,-0.530289471149445
"318",8.25,57.25,-0.488778412342072
"319",-0.25,57.25,-0.481144428253174
"320",8.75,57.25,-0.507817715406418
"321",2.75,57.25,-0.471966445446014
"322",8.25,57.75,-0.45434433221817
"323",2.25,57.75,-0.446501731872559
"324",-0.25,57.75,-0.448520958423615
"325",8.75,57.75,-0.439292132854462
"326",-0.75,57.75,-0.604842931032181
"327",3.25,57.75,-0.446760237216949
