"","Lon","Lat","focal_rac_vect"
"466",-3.75,59.25,-0.997782705099778
"467",-4.25,59.25,-0.944567627494457
"468",-4.75,59.25,-0.962305986696231
"469",-0.75,59.25,-0.904656319290466
"470",0.75,59.25,-0.93569844789357
"471",-1.25,59.25,-0.9490022172949
"472",-1.25,59.75,-0.984478935698448
"473",-2.25,59.75,-0.993348115299335
"474",10.75,59.75,-0.864745011086475
"475",-2.75,59.75,-0.904656319290466
"476",-5.25,59.75,-0.917960088691796
"477",22.25,59.75,-0.997782705099778
"478",-0.25,60.25,-0.931263858093126
"479",-0.75,60.25,-0.93569844789357
"480",-1.75,60.25,-0.886917960088692
"481",17.75,60.75,-0.988913525498891
"482",2.75,60.75,-0.895787139689579
"483",1.25,61.25,-0.9490022172949
